,Artist,Track,Album,Album_type,Danceability,Energy,Key,Loudness,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Duration_ms,Channel,Views,Likes,Comments,Licensed,official_video,Stream
14586,Charlie Puth,One Call Away,Nine Track Mind,album,0.667,0.613,1,-5.353,0.0344,0.403,0,0.115,0.47,91.024,194453,Charlie Puth,797478569,4930008,145294,TRUE,TRUE,696944617
389,Camilo,Tattoo - Remix with Camilo,Afrodisíaco,album,0.721,0.637,9,-5.134,0.286,0.0406,0,0.0525,0.691,193.922,222680,Rauw Alejandro,794818462,4767981,102284,TRUE,TRUE,530878132
16790,DJ Luian,La Ocasión,La Ocasión,single,0.739,0.627,9,-6.063,0.128,0.293,0,0.477,0.251,134.045,336149,Hear This Music,793263116,3394591,117583,TRUE,TRUE,229626806
14690,Mambo Kingz,La Ocasión,La Ocasión,single,0.739,0.627,9,-6.063,0.128,0.293,0,0.477,0.251,134.045,336149,Hear This Music,793263029,3394582,117583,TRUE,TRUE,229626806
12004,De La Ghetto,La Ocasión,La Ocasión,single,0.739,0.627,9,-6.063,0.128,0.293,0,0.477,0.251,134.045,336149,Hear This Music,793262955,3394580,117582,TRUE,TRUE,229626806
19262,Paulo Londra,Te Amo,Te Amo,single,0.849,0.724,5,-4.139,0.0665,0.0204,5.98E-06,0.235,0.63,98.005,201122,Piso 21,793064713,3377015,92792,TRUE,TRUE,394430747
16252,Piso 21,Te Amo,Te Amo,single,0.849,0.724,5,-4.139,0.0665,0.0204,5.98E-06,0.235,0.63,98.005,201122,Piso 21,793064338,3377015,92792,TRUE,TRUE,394285855
16239,Zara Larsson,Lush Life,So Good,album,0.694,0.712,7,-3.923,0.046,0.132,0,0.211,0.799,98.023,201122,ZaraLarssonMusicVEVO,793037572,4710839,141425,TRUE,TRUE,1160097167
14739,Kenshi Yonezu,Lemon,STRAY SHEEP,album,0.525,0.646,11,-4.963,0.0268,0.304,0,0.297,0.373,86.957,255827,Kenshi Yonezu  米津玄師,791088668,2929975,233318,TRUE,TRUE,133482423
393,Britney Spears,...Baby One More Time,...Baby One More Time (Digital Deluxe Version),album,0.759,0.699,0,-5.745,0.0307,0.202,0.000131,0.443,0.907,92.96,211067,BritneySpearsVEVO,790774922,4595411,175028,TRUE,TRUE,588819207
41,Coldplay,Viva La Vida,Viva La Vida or Death and All His Friends,album,0.486,0.617,5,-7.115,0.0287,0.0954,3.23E-06,0.109,0.417,138.015,242373,Coldplay,789581468,4370461,261790,TRUE,TRUE,1325575712
12471,Wiz Khalifa,"Sucker for Pain (with Wiz Khalifa, Imagine Dragons, Logic & Ty Dolla $ign feat. X Ambassadors)",Sucker for Pain (with Logic & Ty Dolla $ign feat. X Ambassadors),single,0.502,0.786,9,-4.378,0.317,0.255,0,0.65,0.739,169.021,243491,Atlantic Records,788319057,6142558,142101,TRUE,TRUE,1004661276
241,Lil Wayne,"Sucker for Pain (with Wiz Khalifa, Imagine Dragons, Logic & Ty Dolla $ign feat. X Ambassadors)",Sucker for Pain (with Logic & Ty Dolla $ign feat. X Ambassadors),single,0.502,0.786,9,-4.378,0.317,0.255,0,0.65,0.739,169.021,243491,Atlantic Records,788318126,6142541,142101,TRUE,TRUE,1004661276
17185,Sofía Reyes,"1, 2, 3 (feat. Jason Derulo & De La Ghetto)",Mal De Amores,album,0.792,0.895,1,-3.112,0.0587,0.165,0,0.0501,0.793,94.968,201526,Sofia Reyes,787090091,4782134,118961,TRUE,TRUE,589683929
13074,Jason Derulo,"1, 2, 3 (feat. Jason Derulo & De La Ghetto)",Mal De Amores,album,0.792,0.895,1,-3.112,0.0587,0.165,0,0.0501,0.793,94.968,201526,Sofia Reyes,787089410,4782112,118961,TRUE,TRUE,589683929
12003,De La Ghetto,"1, 2, 3 (feat. Jason Derulo & De La Ghetto)",Mal De Amores,album,0.792,0.895,1,-3.112,0.0587,0.165,0,0.0501,0.793,94.968,201526,Sofia Reyes,787089410,4782110,118961,TRUE,TRUE,589683929
45,Coldplay,A Sky Full of Stars,Ghost Stories,album,0.545,0.675,6,-6.474,0.0279,0.00617,0.00197,0.209,0.162,124.97,267867,Coldplay,786404613,3741300,79974,TRUE,TRUE,1021782403
15054,Rvssian,Krippy Kush,TrapXficante,album,0.708,0.56,9,-7.132,0.129,0.0668,0,0.111,0.411,163.043,230520,FARRUKOVEVO,786280868,4253772,198142,TRUE,TRUE,236842231
8125,Badshah,Paani Paani,Paani Paani,single,0.886,0.579,0,-7.231,0.209,0.236,4.23E-06,0.0586,0.427,105.028,174002,Saregama Music,785743606,6359664,165643,TRUE,TRUE,61800215
16738,Jay Wheeler,La Curiosidad,Platonicos,album,0.845,0.677,11,-4.798,0.136,0.269,0.000917,0.108,0.68,90.013,219048,Jay Wheeler,782645135,2988517,35150,FALSE,TRUE,779923152
8297,DJ Nelson,La Curiosidad,Platonicos,album,0.845,0.677,11,-4.798,0.136,0.269,0.000917,0.108,0.68,90.013,219048,Jay Wheeler,782644735,2988511,35150,FALSE,TRUE,779923152
8298,DJ Nelson,La Curiosidad (feat. Myke Towers) - Mixed,Platónicos Mix (DJ Mix),single,0.809,0.752,11,-3.638,0.206,0.114,0.000187,0.303,0.858,92.14,93652,Jay Wheeler,782644735,2988511,35150,FALSE,TRUE,40992629
8042,Akon,Right Now (Na Na Na),Freedom,album,0.832,0.87,8,-4.2,0.167,0.267,0,0.412,0.566,138.003,240747,AkonVEVO,781002857,5239225,142644,TRUE,TRUE,306328301
15300,Meghan Trainor,Like I'm Gonna Lose You (feat. John Legend),Title (Deluxe),album,0.63,0.53,0,-7.259,0.0434,0.4,0,0.177,0.417,108.038,225053,MeghanTrainorVEVO,780571296,4319336,85919,TRUE,TRUE,894761886
819,Marc Anthony,Flor Pálida,3,album,0.574,0.802,7,-3.976,0.0316,0.659,5.07E-06,0.0765,0.739,93.537,280453,marcanthonyVEVO,779912333,1651705,31399,TRUE,TRUE,212268694
122,Eminem,The Real Slim Shady,The Marshall Mathers LP,album,0.949,0.661,5,-4.244,0.0572,0.0302,0,0.0454,0.76,104.504,284200,EminemVEVO,777507160,6489755,169037,TRUE,TRUE,1232567233
18166,Jubin Nautiyal,"Raataan Lambiyan (From ""Shershaah"")","Raataan Lambiyan (From ""Shershaah"")",single,0.72,0.63,10,-5.549,0.0413,0.615,0,0.108,0.512,81.009,230292,Sony Music India,775928761,7173156,174558,TRUE,TRUE,260353573
16699,Tanishk Bagchi,"Raataan Lambiyan (From ""Shershaah"")","Raataan Lambiyan (From ""Shershaah"")",single,0.72,0.63,10,-5.549,0.0413,0.615,0,0.108,0.512,81.009,230292,Sony Music India,775927816,7173151,174558,TRUE,TRUE,259982695
14808,Asees Kaur,"Raataan Lambiyan (From ""Shershaah"")","Raataan Lambiyan (From ""Shershaah"")",single,0.72,0.63,10,-5.549,0.0413,0.615,0,0.108,0.512,81.009,230292,Sony Music India,775927524,7173135,174558,TRUE,TRUE,259982695
1237,Wham!,Last Christmas,LAST CHRISTMAS,single,0.735,0.478,2,-12.472,0.0293,0.189,2.48E-06,0.355,0.947,107.682,262960,WhamVEVO,775896657,4102375,238248,TRUE,TRUE,1138490572
1244,Wham!,Last Christmas - Single Version,All-Star Christmas,compilation,0.804,0.497,3,-10.547,0.0309,0.138,6.08E-06,0.0732,0.841,105.76,286560,WhamVEVO,775896657,4102375,238248,TRUE,TRUE,3597930
14577,One Direction,Best Song Ever,Midnight Memories (Deluxe),album,0.652,0.877,1,-2.986,0.0465,0.0227,0,0.0789,0.486,118.491,200107,OneDirectionVEVO,774352951,6784351,997147,TRUE,TRUE,447745414
18357,Jonas Blue,Mama,Blue,album,0.738,0.794,11,-4.118,0.0416,0.101,0,0.0533,0.566,104.014,184134,JonasBlueVEVO,773488880,4164223,70665,TRUE,TRUE,854521680
8747,Banda Los Recoditos,Mi Último Deseo,El Free,album,0.844,0.639,11,-4.461,0.0437,0.62,0,0.46,0.974,121.033,163560,BandaLosRecoditosVEVO,772856415,2284712,30474,TRUE,TRUE,228525496
18355,Jonas Blue,Perfect Strangers,Blue,album,0.73,0.861,1,-4.1,0.0451,0.39,0,0.213,0.704,117.965,196613,JonasBlueVEVO,770121555,3727269,50764,TRUE,TRUE,915499200
15818,JP Cooper,Perfect Strangers,Blue,album,0.73,0.861,1,-4.1,0.0451,0.39,0,0.213,0.704,117.965,196613,JonasBlueVEVO,770121053,3727266,50764,TRUE,TRUE,915499200
5342,La Sonora Dinamita,Qué Bello,Cumbias Para Bailar,album,0.822,0.672,7,-4.475,0.0277,0.383,2.43E-05,0.073,0.732,99.962,255280,SonoraDinamitaVEVO,770011738,1320126,32278,TRUE,TRUE,61740123
878,Usher,Yeah! (feat. Lil Jon & Ludacris),Confessions (Expanded Edition),album,0.894,0.791,2,-4.699,0.112,0.0183,0,0.0388,0.583,105.018,250373,UsherVEVO,766892796,5030572,101986,TRUE,TRUE,942052772
11997,Arcángel,Me Acostumbre (feat. Bad Bunny),Me Acostumbre (feat. Bad Bunny),single,0.808,0.586,10,-7.242,0.169,0.641,0,0.14,0.568,124.041,263288,Arcangel,765035383,3431361,91522,TRUE,TRUE,194790659
242,Lil Wayne,Mirror,Tha Carter IV (Complete Edition),album,0.328,0.622,5,-7.291,0.0866,0.858,0,0.104,0.401,74.267,228093,LilWayneVEVO,764982505,4833883,288946,TRUE,TRUE,417139141
9976,Dave Stewart,Sweet Dreams (Are Made of This) - Remastered,Sweet Dreams (Are Made Of This),album,0.692,0.711,0,-7.498,0.0317,0.225,0,0.12,0.875,125.135,216933,EurythmicsVEVO,763538478,6430729,221509,TRUE,TRUE,989478518
9979,Dave Stewart,Sweet Dreams (Are Made of This),Greatest Hits,compilation,0.71,0.472,8,-15.985,0.0498,0.296,0.000174,0.122,0.845,125.982,293133,EurythmicsVEVO,763538478,6430729,221509,TRUE,TRUE,14943362
8427,Annie Lennox,Sweet Dreams (Are Made of This) - Remastered,Sweet Dreams (Are Made Of This),album,0.692,0.711,0,-7.498,0.0317,0.225,0,0.12,0.875,125.135,216933,EurythmicsVEVO,763538331,6430714,221509,TRUE,TRUE,989478518
8434,Annie Lennox,Sweet Dreams (Are Made of This),Greatest Hits,compilation,0.71,0.472,8,-15.985,0.0498,0.296,0.000174,0.122,0.845,125.982,293133,EurythmicsVEVO,763538331,6430714,221509,TRUE,TRUE,14943362
3575,Eurythmics,Sweet Dreams (Are Made of This) - Remastered,Sweet Dreams (Are Made Of This),album,0.692,0.711,0,-7.498,0.0317,0.225,0,0.12,0.875,125.135,216933,EurythmicsVEVO,763534682,6430665,221508,TRUE,TRUE,989478518
3578,Eurythmics,Sweet Dreams (Are Made of This),Greatest Hits,compilation,0.71,0.472,8,-15.985,0.0498,0.296,0.000174,0.122,0.845,125.982,293133,EurythmicsVEVO,763534682,6430665,221508,TRUE,TRUE,14943362
4472,Kavita Krishnamurthy,Bole Chudiyan,Kabhi Khushi Kabhie Gham (Original Motion Picture Soundtrack),album,0.59,0.875,5,-5.294,0.171,0.45,1.16E-05,0.164,0.737,96.915,408133,SonyMusicIndiaVEVO,763524771,3554382,116387,TRUE,TRUE,42519818
4484,Jatin-Lalit,Bole Chudiyan,Kabhi Khushi Kabhie Gham (Original Motion Picture Soundtrack),album,0.59,0.875,5,-5.294,0.171,0.45,1.16E-05,0.164,0.737,96.915,408133,SonyMusicIndiaVEVO,763524771,3554382,116387,TRUE,TRUE,42519818
1432,Sonu Nigam,Bole Chudiyan,Kabhi Khushi Kabhie Gham (Original Motion Picture Soundtrack),album,0.59,0.875,5,-5.294,0.171,0.45,1.16E-05,0.164,0.737,96.915,408133,SonyMusicIndiaVEVO,763521856,3554366,116387,TRUE,TRUE,42519818
942,Alka Yagnik,Bole Chudiyan,Kabhi Khushi Kabhie Gham (Original Motion Picture Soundtrack),album,0.59,0.875,5,-5.294,0.171,0.45,1.16E-05,0.164,0.737,96.915,408133,SonyMusicIndiaVEVO,763521214,3554364,116387,TRUE,TRUE,42519818
953,Udit Narayan,Bole Chudiyan,Kabhi Khushi Kabhie Gham (Original Motion Picture Soundtrack),album,0.59,0.875,5,-5.294,0.171,0.45,1.16E-05,0.164,0.737,96.915,408133,SonyMusicIndiaVEVO,763521214,3554364,116387,TRUE,TRUE,42519818
70,Radiohead,Creep,Pablo Honey,album,0.515,0.43,7,-9.935,0.0372,0.0097,0.000133,0.129,0.104,91.844,238640,Radiohead,763497849,4777393,147276,TRUE,TRUE,1101854725
2497,3 Doors Down,Here Without You,Away From The Sun,album,0.557,0.533,10,-6.817,0.0252,0.0492,0,0.205,0.233,143.994,238733,3DoorsDownVEVO,758398411,3653866,99583,TRUE,TRUE,510259109
2499,3 Doors Down,Here Without You - Acoustic,Here Without You (Acoustic),single,0.547,0.575,10,-6.282,0.0258,0.0198,0,0.205,0.311,143.752,232973,3DoorsDownVEVO,758398411,3653866,99583,TRUE,TRUE,
95,Black Eyed Peas,Pump It,Monkey Business,album,0.649,0.931,1,-3.15,0.181,0.0093,0,0.751,0.744,153.645,213067,BlackEyedPeasVEVO,755836314,4746197,133551,TRUE,TRUE,492130246
19013,Soolking,Zemër,Zemër,single,0.782,0.864,11,-2.918,0.053,0.299,0,0.0876,0.941,156.989,224713,REDBOX Entertainment,754217121,4140410,186210,FALSE,FALSE,92694964
449,Mariah Carey,All I Want for Christmas Is You,Merry Christmas,album,0.336,0.627,7,-7.463,0.0384,0.164,0,0.0708,0.35,150.273,241107,MariahCareyVEVO,753218999,3874002,249083,TRUE,TRUE,1437977604
11425,Guns N' Roses,Paradise City,Appetite For Destruction,album,0.268,0.98,11,-5.958,0.103,0.0192,0.00709,0.182,0.395,100.315,405600,GunsNRosesVEVO,753086521,2651795,90901,TRUE,TRUE,842826610
13331,Pedro Capó,Tutu,Por Primera Vez,album,0.727,0.838,9,-2.435,0.0472,0.297,0,0.0603,0.933,145.995,179339,CamiloVEVO,751157957,5965572,151960,TRUE,TRUE,530167169
13544,Ariana Grande,"thank u, next","thank u, next",album,0.717,0.653,1,-5.634,0.0658,0.229,0,0.101,0.412,106.966,207320,ArianaGrandeVevo,749903471,13374550,766256,TRUE,TRUE,1634130431
15290,Robin Schulz,Sugar (feat. Francesco Yates),Sugar,album,0.636,0.815,5,-5.098,0.0581,0.0185,0,0.163,0.636,123.063,219043,Robin Schulz,747559429,3734778,76293,TRUE,TRUE,1041560286
15130,Super Simple Songs,One Little Finger,The Bath Song & More Kids Songs,album,0.94,0.213,3,-10.181,0.0855,0.418,0,0.0893,0.832,133.095,133190,Super Simple Songs - Kids Songs,747037371,1002764,0,TRUE,TRUE,36688959
12076,Atif Aslam,Dil Diyan Gallan,YRF Top 10 - Falling in Love,album,0.717,0.64,2,-8.726,0.025,0.565,0.00139,0.127,0.485,105.021,260537,YRF,743948623,3608702,157846,TRUE,TRUE,84413845
16158,Martin Garrix,In the Name of Love,In the Name of Love,single,0.501,0.519,4,-5.88,0.0409,0.109,0,0.454,0.168,133.99,195707,Martin Garrix,740821619,7661111,169121,FALSE,TRUE,1218983885
16039,Bebe Rexha,In the Name of Love,In the Name of Love,single,0.501,0.519,4,-5.88,0.0409,0.109,0,0.454,0.168,133.99,195707,Martin Garrix,740821619,7661110,169121,FALSE,TRUE,1218983885
15284,Anuel AA,Ella Quiere Beber - Remix,Ella Quiere Beber (Remix),single,0.75,0.665,8,-3.083,0.124,0.265,0,0.0515,0.697,95.239,219357,AnuelVEVO,740004670,2613145,53275,TRUE,TRUE,634532172
9578,Romeo Santos,Ella Quiere Beber - Remix,Ella Quiere Beber (Remix),single,0.75,0.665,8,-3.083,0.124,0.265,0,0.0515,0.697,95.239,219357,AnuelVEVO,740004637,2613144,53275,TRUE,TRUE,634532172
10197,Silvestre Dangond,Cásate Conmigo,INTRUSO,album,0.563,0.877,1,-2.082,0.12,0.0295,0,0.0749,0.646,93.834,209033,SilvestreDangondVEVO,739090060,2603712,64607,TRUE,TRUE,141449230
1660,Rod Stewart,I Don't Want to Talk About It - 2008 Remaster,Atlantic Crossing,album,0.472,0.373,3,-12.98,0.0262,0.872,0.206,0.147,0.459,135.193,288267,RodStewartVEVO,737179806,3064515,108137,TRUE,TRUE,97035225
510,System Of A Down,Toxicity,Toxicity,album,0.413,0.873,8,-4.151,0.0536,0.000264,0.00249,0.204,0.48,116.68,218933,systemofadownVEVO,736827328,3961603,93489,TRUE,TRUE,628447295
172,Nicky Jam,Bella y Sensual,Golden,album,0.635,0.713,11,-6.909,0.0937,0.228,0,0.0506,0.749,179.864,204701,RomeoSantosVEVO,736730327,2634233,56053,TRUE,TRUE,418186764
15291,Robin Schulz,Prayer in C - Robin Schulz Radio Edit,Prayer in C,single,0.763,0.875,9,-5.797,0.0262,0.024,5.41E-06,0.599,0.8,123.013,189413,Robin Schulz,730842542,3846379,56570,TRUE,TRUE,880463196
17435,Anne-Marie,2002,Speak Your Mind (Deluxe),album,0.697,0.683,1,-2.881,0.117,0.0372,0,0.137,0.603,96.133,186987,Anne-Marie,729409155,4972788,104097,TRUE,TRUE,1270986108
11428,Guns N' Roses,Patience,Appetite For Destruction (Super Deluxe Edition),album,0.457,0.297,6,-12.511,0.0306,0.686,0.000107,0.109,0.333,120.021,354880,GunsNRosesVEVO,728312389,2794633,84696,TRUE,TRUE,280594347
12470,Wiz Khalifa,"Young, Wild & Free (feat. Bruno Mars)",Mac and Devin Go to High School (Music from and Inspired by the Movie),album,0.553,0.652,0,-6.685,0.206,0.0897,0,0.111,0.551,94.505,207347,Wiz Khalifa,726604450,5635392,149004,FALSE,TRUE,1138123751
231,Snoop Dogg,"Young, Wild & Free (feat. Bruno Mars)",Mac and Devin Go to High School (Music from and Inspired by the Movie),album,0.553,0.652,0,-6.685,0.206,0.0897,0,0.111,0.551,94.505,207347,Wiz Khalifa,726601997,5635352,149004,FALSE,TRUE,1138123751
11881,Marcela Gandara,Tú Estás Aquí (feat. Jesús Adrián Romero),Marcela Gandara (Live),album,0.528,0.395,1,-7.168,0.0288,0.416,0,0.794,0.0909,120.981,330787,Jesus Adrian Romero,722490975,2620511,113793,TRUE,TRUE,44395107
8568,Belinda,Amor A Primera Vista,De Buenos Aires Para El Mundo,album,0.678,0.821,0,-6.017,0.0672,0.228,4.79E-05,0.147,0.96,170.164,221347,LosAngelesAzulesVEVO,721703266,1950231,88104,TRUE,TRUE,
1169,Los Ángeles Azules,Amor A Primera Vista,De Buenos Aires Para El Mundo,album,0.678,0.821,0,-6.017,0.0672,0.228,4.79E-05,0.147,0.96,170.164,221347,LosAngelesAzulesVEVO,721702437,1950221,88104,TRUE,TRUE,
11424,Guns N' Roses,Don't Cry (Original),Use Your Illusion I,album,0.456,0.59,11,-8.638,0.0327,0.00182,0.00379,0.104,0.243,124.635,283733,GunsNRosesVEVO,721158967,2690192,78077,TRUE,TRUE,394352271
16029,Halsey,Without Me,Manic,album,0.752,0.488,6,-7.05,0.0705,0.297,9.11E-06,0.0936,0.533,136.041,201661,HalseyVEVO,720370943,8066442,141866,TRUE,TRUE,1666992690
15280,Anuel AA,Amanece,Amanece,single,0.79,0.631,8,-5.549,0.0425,0.437,0,0.158,0.889,94.039,190005,Anuel AA,719981580,3206125,85360,FALSE,TRUE,478484145
11623,The Pussycat Dolls,Buttons,PCD,album,0.57,0.821,2,-4.38,0.267,0.178,0,0.289,0.408,210.857,225560,ThePussycatDollsVEVO,719971759,3087054,62876,TRUE,TRUE,289061896
120,Eminem,Mockingbird,Encore (Deluxe Version),album,0.637,0.678,0,-3.798,0.266,0.209,0,0.156,0.254,84.039,250760,EminemVEVO,719661717,5550929,205147,TRUE,TRUE,908006704
12133,Dread Mar I,Así Fue - En Vivo,10 Años (En Vivo),album,0.734,0.616,11,-6.024,0.027,0.0395,0.00174,0.891,0.82,102.578,476200,DreadMarIVEVO,719453047,1300254,26134,TRUE,TRUE,75078630
15303,Meghan Trainor,Me Too,Thank You (Deluxe Version),album,0.934,0.694,11,-5.849,0.101,0.0971,1.20E-06,0.477,0.833,123.831,181240,MeghanTrainorVEVO,717685031,4992247,203625,TRUE,TRUE,393812979
14891,Jessie J,"Flashlight - From ""Pitch Perfect 2"" Soundtrack",Pitch Perfect 2 - Special Edition (Original Motion Picture Soundtrack),compilation,0.379,0.618,5,-7.065,0.0586,0.337,5.10E-06,0.102,0.4,147.53,209560,JessieJVEVO,717206265,4573215,105883,TRUE,TRUE,465375390
13580,Demi Lovato,Heart Attack,Demi,album,0.504,0.785,8,-4.802,0.104,0.0738,0,0.239,0.502,173.968,210840,DemiLovatoVEVO,716125653,5659092,344165,TRUE,TRUE,572915837
16653,Sebastian Yatra,Un Año,FANTASÍA,album,0.773,0.378,1,-7.062,0.0531,0.14,0,0.133,0.513,94.946,163813,SebastianYatraVEVO,715526281,4763691,150434,TRUE,TRUE,466183244
10651,Reik,Un Año,FANTASÍA,album,0.773,0.378,1,-7.062,0.0531,0.14,0,0.133,0.513,94.946,163813,SebastianYatraVEVO,715525941,4763667,150434,TRUE,TRUE,466183244
12029,Panic! At The Disco,High Hopes,Pray for the Wicked,album,0.579,0.904,5,-2.729,0.0618,0.193,0,0.064,0.681,82.014,190947,Panic! At The Disco,713176007,6438254,220320,TRUE,TRUE,1336763515
15509,Bastille,Pompeii,Bad Blood,album,0.679,0.715,9,-6.383,0.0407,0.0755,0,0.271,0.571,127.435,214148,BastilleVEVO,711949767,5178283,217631,TRUE,TRUE,1229480697
1273,Bryan Adams,Please Forgive Me,Anthology,album,0.587,0.456,9,-7.011,0.0262,0.516,0,0.104,0.144,134.11,355640,Bryan Adams,710459423,2716090,87925,FALSE,TRUE,159607207
9786,Jason Mraz,I'm Yours,We Sing. We Dance. We Steal Things.,album,0.703,0.444,11,-9.331,0.0417,0.559,0,0.0973,0.712,150.96,242947,Jason Mraz,709138850,4145040,129068,TRUE,TRUE,1511693506
15530,Clean Bandit,Rather Be (feat. Jess Glynne),New Eyes,album,0.799,0.586,11,-6.735,0.0377,0.162,2.03E-06,0.193,0.549,120.97,227833,Clean Bandit,707730122,3924598,97785,TRUE,TRUE,1096645997
7300,Marta Sánchez,Colgando en tus manos (con Marta Sánchez),De mi puño y letra - Edicion Coleccionista,album,0.836,0.637,6,-4.803,0.0367,0.535,0,0.129,0.875,120.025,230280,Carlos Baute,705192222,2562851,70950,TRUE,TRUE,383896148
10406,Carlos Baute,Colgando en tus manos (con Marta Sánchez),De mi puño y letra - Edicion Coleccionista,album,0.836,0.637,6,-4.803,0.0367,0.535,0,0.129,0.875,120.025,230280,Carlos Baute,705191929,2562848,70950,TRUE,TRUE,383896148
10413,Carlos Baute,Colgando en tus manos,De mi puño y letra - Edicion Coleccionista,album,0.757,0.708,5,-5.351,0.0331,0.234,8.85E-05,0.103,0.805,119.95,231787,Carlos Baute,705191929,2562848,70950,TRUE,TRUE,8683344
808,Christina Aguilera,Feel This Moment (feat. Christina Aguilera),Global Warming: Meltdown (Deluxe Version),album,0.673,0.758,7,-3.632,0.158,0.039,0,0.341,0.542,135.956,229507,PitbullVEVO,704875765,2999848,113202,TRUE,TRUE,481224452
193,Pitbull,Feel This Moment (feat. Christina Aguilera),Global Warming: Meltdown (Deluxe Version),album,0.673,0.758,7,-3.632,0.158,0.039,0,0.341,0.542,135.956,229507,PitbullVEVO,704875181,2999847,113202,TRUE,TRUE,481224452
7261,Toni Braxton,Un-Break My Heart,Secrets,album,0.625,0.426,2,-8.4,0.0271,0.412,0,0.116,0.112,110.021,270333,ToniBraxtonVEVO,704688002,3122758,76487,TRUE,TRUE,
17953,Dua Lipa,Scared to Be Lonely,Scared to Be Lonely,single,0.584,0.54,1,-7.786,0.0576,0.0895,0,0.261,0.195,137.972,220883,Martin Garrix,704522514,4963727,72527,FALSE,TRUE,1096655941
16160,Martin Garrix,Scared to Be Lonely,Scared to Be Lonely,single,0.584,0.54,1,-7.786,0.0576,0.0895,0,0.261,0.195,137.972,220883,Martin Garrix,704522012,4963724,72527,FALSE,TRUE,1096655941
16708,Hozier,Take Me to Church,Hozier (Expanded Edition),album,0.566,0.664,4,-5.303,0.0464,0.634,0,0.116,0.437,128.945,241693,HozierVEVO,703903289,7060152,236392,TRUE,TRUE,
9367,Akhil,Khaab,Khaab,single,0.662,0.661,0,-5.689,0.0514,0.417,0,0.0784,0.222,80.009,201689,Crown Records,701829307,5724745,154438,TRUE,TRUE,79032405
10772,Pentatonix,Hallelujah,A Pentatonix Christmas Deluxe,album,0.364,0.378,7,-7.381,0.0331,0.47,0,0.339,0.366,89.918,268960,PentatonixVEVO,701098245,6552463,226479,TRUE,TRUE,353123597
770,Whitney Houston,I Have Nothing,The Bodyguard - Original Soundtrack Album,album,0.541,0.401,0,-10.499,0.0365,0.576,0,0.164,0.24,152.943,289160,whitneyhoustonVEVO,698467783,3439891,100036,TRUE,TRUE,324899226
9743,Wisin,Nota de Amor (feat. Daddy Yankee),Los Vaqueros: La Trilogía,album,0.806,0.929,10,-3.017,0.121,0.263,0,0.0622,0.602,97.99,232373,wisinofficalVEVO,698259186,1929000,43155,TRUE,TRUE,186724705
8196,Carlos Vives,Nota de Amor (feat. Daddy Yankee),Los Vaqueros: La Trilogía,album,0.806,0.929,10,-3.017,0.121,0.263,0,0.0622,0.602,97.99,232373,wisinofficalVEVO,698259076,1928999,43155,TRUE,TRUE,186724705
8071,TWICE,What is Love,Summer Nights,album,0.574,0.909,8,-1.573,0.0658,0.0987,0,0.264,0.569,169.966,208240,JYP Entertainment,697538531,6845818,638883,TRUE,TRUE,319946629
523,Green Day,Boulevard of Broken Dreams,Greatest Hits: God's Favorite Band,compilation,0.496,0.682,8,-4.095,0.0294,0.00552,2.94E-05,0.0589,0.474,167.06,262333,Green Day,694614010,5750425,166526,TRUE,TRUE,551065028
0,Gorillaz,Feel Good Inc.,Demon Days,album,0.818,0.705,6,-6.679,0.177,0.00836,0.00233,0.613,0.772,138.559,222640,Gorillaz,693555221,6220896,169907,TRUE,TRUE,1040234854
790,Alicia Keys,No One,As I Am (Expanded Edition),album,0.644,0.549,1,-5.415,0.0285,0.0209,8.85E-06,0.134,0.167,90.04,253813,aliciakeysVEVO,692467188,3115238,75991,TRUE,TRUE,676843630
18779,ZAYN,I Don’t Wanna Live Forever (Fifty Shades Darker),reputation Stadium Tour Surprise Song Playlist,album,0.731,0.445,0,-8.418,0.0533,0.0586,1.96E-05,0.14,0.106,117.97,247160,TaylorSwiftVEVO,690577147,4992725,133133,TRUE,TRUE,1344026787
19407,KHEA,Loca,Loca,single,0.834,0.753,8,-3.011,0.0486,0.342,0,0.108,0.462,113.058,246383,MUEVA Records,689759471,4574796,195082,TRUE,TRUE,183172334
19408,KHEA,Loca - Remix,Loca Remix,single,0.795,0.751,8,-3.661,0.0675,0.337,0,0.0983,0.537,113.033,346460,MUEVA Records,689759471,4574796,195082,TRUE,TRUE,325482285
19526,Cazzu,Loca,Loca,single,0.834,0.753,8,-3.011,0.0486,0.342,0,0.108,0.462,113.058,246383,MUEVA Records,689759471,4574796,195082,TRUE,TRUE,183172334
17095,Omar Varela,Loca,Loca,single,0.834,0.753,8,-3.011,0.0486,0.342,0,0.108,0.462,113.058,246383,MUEVA Records,689759151,4574792,195082,TRUE,TRUE,183172334
14769,La Adictiva,En Peligro de Extinción,30 Aniversario,album,0.699,0.442,0,-5.144,0.0277,0.0966,1.77E-06,0.274,0.816,123.562,234000,La Adictiva,689036979,1639708,38419,FALSE,TRUE,243612085
358,Beyoncé,Drunk in Love (feat. Jay-Z),BEYONCÉ [Platinum Edition],album,0.583,0.621,5,-6.902,0.0479,0.00972,0.00106,0.181,0.399,140.036,323480,BeyoncéVEVO,687031207,2906283,129479,TRUE,TRUE,520085958
