,Artist,Track,Album,Album_type,Danceability,Energy,Key,Loudness,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Duration_ms,Channel,Views,Likes,Comments,Licensed,official_video,Stream
192,Pitbull,Time of Our Lives,Globalization,album,0.721,0.802,1,-5.797,0.0583,0.0921,0,0.694,0.724,124.022,229360,PitbullVEVO,253293371,1423079,25528,TRUE,TRUE,981156901
294,Tiësto,The Business,The Business,single,0.798,0.62,8,-7.079,0.232,0.414,0.0192,0.112,0.235,120.031,164000,Tiësto,236818708,1836947,26791,TRUE,TRUE,980693352
17695,Hailee Steinfeld,"Let Me Go (with Alesso, Florida Georgia Line & watt)","Let Me Go (with Alesso, Florida Georgia Line & watt)",single,0.664,0.708,8,-4.154,0.0474,0.0337,0,0.0841,0.742,103.07,174800,HaileeSteinfeldVEVO,93281819,904372,16339,TRUE,TRUE,979745544
1389,Alesso,"Let Me Go (with Alesso, Florida Georgia Line & watt)","Let Me Go (with Alesso, Florida Georgia Line & watt)",single,0.664,0.708,8,-4.154,0.0474,0.0337,0,0.0841,0.742,103.07,174800,HaileeSteinfeldVEVO,93281644,904372,16339,TRUE,TRUE,979745544
15188,Rudimental,"These Days (feat. Jess Glynne, Macklemore & Dan Caplen)",Toast to Our Differences (Deluxe Edition),album,0.654,0.798,0,-4.084,0.0451,0.188,0,0.15,0.574,92.207,211760,Rudimental,479927390,1994313,26137,TRUE,TRUE,978897060
12022,Macklemore,"These Days (feat. Jess Glynne, Macklemore & Dan Caplen)",Toast to Our Differences (Deluxe Edition),album,0.654,0.798,0,-4.084,0.0451,0.188,0,0.15,0.574,92.207,211760,Rudimental,479927244,1994311,26137,TRUE,TRUE,978897060
16948,Jess Glynne,"These Days (feat. Jess Glynne, Macklemore & Dan Caplen)",Toast to Our Differences (Deluxe Edition),album,0.654,0.798,0,-4.084,0.0451,0.188,0,0.15,0.574,92.207,211760,Rudimental,25177256,202417,2737,TRUE,TRUE,978897060
659,Creedence Clearwater Revival,Have You Ever Seen The Rain,Pendulum (Expanded Edition),album,0.741,0.697,0,-7.028,0.0277,0.0664,2.28E-05,0.133,0.774,116.109,160133,CCRVEVO,299246333,2268246,33609,TRUE,TRUE,975300588
11749,Survivor,Eye of the Tiger,Eye Of The Tiger,album,0.815,0.438,0,-14.522,0.0346,0.216,0.000466,0.0787,0.552,108.965,243773,SurvivorVEVO,858883649,5116416,152843,TRUE,TRUE,973808944
13520,Selena Gomez,Lose You To Love Me,Rare,album,0.488,0.343,4,-8.985,0.0436,0.556,0,0.21,0.0978,102.819,206459,SelenaGomezVEVO,424155581,8611913,351999,TRUE,TRUE,972295599
14034,Imagine Dragons,Natural,Origins (Deluxe),album,0.704,0.611,2,-6.112,0.0409,0.217,0,0.0812,0.22,100,189467,ImagineDragonsVEVO,537581730,5067694,143099,TRUE,TRUE,972016370
13719,Carly Rae Jepsen,Call Me Maybe,Kiss (Deluxe),album,0.783,0.58,7,-6.548,0.0408,0.0114,2.28E-06,0.108,0.66,120.021,193400,CarlyRaeJepsenVEVO,1507835523,8531656,634786,TRUE,TRUE,971751557
1567,R.E.M.,Losing My Religion,Out Of Time (25th Anniversary Edition),album,0.666,0.855,9,-5.051,0.0295,0.179,1.20E-06,0.0987,0.803,125.639,268427,remhq,1050412650,4122237,91733,FALSE,FALSE,970996804
16110,Kygo,Firestone,Cloud Nine,album,0.704,0.634,11,-7.374,0.0428,0.393,3.17E-05,0.0952,0.411,113.927,271640,KygoOfficialVEVO,851899312,3578364,52377,TRUE,TRUE,970303521
14550,Kendrick Lamar,LOVE. FEAT. ZACARI.,DAMN.,album,0.8,0.585,10,-7.343,0.0924,0.264,0,0.153,0.779,126.058,213400,KendrickLamarVEVO,124542486,1925485,58013,TRUE,TRUE,969849343
10941,The Fray,How to Save a Life,How To Save A Life,album,0.64,0.743,10,-4.08,0.0379,0.269,0,0.101,0.361,122.035,262533,thefrayVEVO,270553084,1723506,105570,TRUE,TRUE,969429694
12228,Gym Class Heroes,Stereo Hearts (feat. Adam Levine),The Papercut Chronicles II,album,0.646,0.795,9,-3.293,0.0976,0.0319,0,0.267,0.796,89.99,210960,Fueled By Ramen,686636687,7154106,214369,TRUE,TRUE,968714963
14035,Imagine Dragons,Whatever It Takes,Evolve,album,0.672,0.655,10,-5.021,0.0311,0.0362,0,0.117,0.556,134.945,201240,ImagineDragonsVEVO,857708036,5305762,113078,TRUE,TRUE,968589615
16730,Daniel Caesar,Best Part (feat. H.E.R.),Freudian,album,0.524,0.364,7,-10.209,0.0367,0.808,0,0.1,0.436,75.24,209831,DanielCaesarVEVO,89199651,1093195,12081,TRUE,TRUE,967759666
13839,White Noise for Babies,Clean White Noise - Loopable with no fade,Best White Noise for Baby Sleep - Loopable with No Fade,album,0,0.00342,8,-28.46,0,0.791,1,0.111,0,0,90228,White Noise - Topic,1492,18,0,TRUE,TRUE,956435715
15588,White Noise Baby Sleep,Clean White Noise - Loopable with no fade,Best White Noise for Baby Sleep - Loopable with No Fade,album,0,0.00342,8,-28.46,0,0.791,1,0.111,0,0,90228,White Noise - Topic,1492,18,0,TRUE,TRUE,956435715
15533,Clean Bandit,Solo (feat. Demi Lovato),What Is Love? (Deluxe Edition),album,0.74,0.622,11,-4.608,0.0446,0.0357,4.85E-05,0.356,0.556,104.966,222707,Clean Bandit,961054135,6622183,145811,TRUE,TRUE,955120289
13586,Demi Lovato,Solo (feat. Demi Lovato),What Is Love? (Deluxe Edition),album,0.74,0.622,11,-4.608,0.0446,0.0357,4.85E-05,0.356,0.556,104.966,222707,Clean Bandit,961053988,6622174,145811,TRUE,TRUE,955120289
8017,Fall Out Boy,Centuries,American Beauty/American Psycho,album,0.393,0.858,4,-2.868,0.0729,0.00359,0,0.102,0.56,176.042,228360,FallOutBoyVEVO,425171944,4242889,129645,TRUE,TRUE,950772130
509,System Of A Down,Chop Suey!,Toxicity,album,0.417,0.934,7,-3.908,0.119,0.000278,0.0015,0.132,0.287,127.066,210240,systemofadownVEVO,1232003777,7083485,329548,TRUE,TRUE,949503301
17229,Doja Cat,Need to Know,Planet Her,album,0.664,0.609,1,-6.509,0.0707,0.304,0,0.0926,0.194,130.041,210560,dojacatVEVO,265043327,4114734,86105,TRUE,TRUE,948983026
20035,Pop Smoke,For The Night (feat. Lil Baby & DaBaby),Shoot For The Stars Aim For The Moon,album,0.823,0.586,6,-6.606,0.2,0.114,0,0.193,0.347,125.971,190476,POPSMOKEVEVO,430590449,3674140,73211,TRUE,TRUE,948882963
2217,Paul McCartney,FourFiveSeconds,FourFiveSeconds,single,0.582,0.272,2,-5.662,0.0501,0.875,0,0.13,0.354,205.846,188238,RihannaVEVO,511194127,2539804,86773,TRUE,TRUE,947117209
180,The Beatles,Here Comes The Sun - Remastered 2009,Abbey Road (Remastered),album,0.557,0.54,9,-10.484,0.0347,0.0339,0.00248,0.179,0.394,129.171,185733,TheBeatlesVEVO,114971785,1126554,32910,TRUE,TRUE,942898131
878,Usher,Yeah! (feat. Lil Jon & Ludacris),Confessions (Expanded Edition),album,0.894,0.791,2,-4.699,0.112,0.0183,0,0.0388,0.583,105.018,250373,UsherVEVO,766892796,5030572,101986,TRUE,TRUE,942052772
15390,DJ Snake,Middle,Encore,album,0.583,0.695,9,-5.336,0.0423,0.0141,0,0.0527,0.224,104.879,220573,DJSnakeVEVO,341127973,2901564,74244,TRUE,TRUE,942048801
14070,Justin Bieber,Ghost,Justice,album,0.601,0.741,2,-5.569,0.0478,0.185,2.91E-05,0.415,0.441,153.96,153190,JustinBieberVEVO,224579722,2888687,99758,TRUE,TRUE,941372658
18998,Bazzi,Mine,COSMIC,album,0.71,0.789,4,-3.874,0.0722,0.0161,2.77E-06,0.451,0.717,142.929,131064,Bazzi,199141503,3237406,80060,TRUE,TRUE,941157224
14570,One Direction,Story of My Life,Midnight Memories (Deluxe),album,0.6,0.663,3,-5.802,0.0477,0.225,0,0.119,0.286,121.07,245493,OneDirectionVEVO,976289967,7976348,734143,TRUE,TRUE,940793629
17223,XXXTENTACION,Falling Down - Bonus Track,"Come Over When You're Sober, Pt. 2",album,0.669,0.574,4,-6.442,0.0286,0.0175,0.00294,0.146,0.273,120.013,196400,Tristan M,3525957,60566,3375,FALSE,FALSE,939517723
17276,Lil Peep,Falling Down - Bonus Track,"Come Over When You're Sober, Pt. 2",album,0.669,0.574,4,-6.442,0.0286,0.0175,0.00294,0.146,0.273,120.013,196400,Tristan M,3525957,60566,3375,FALSE,FALSE,939517723
9680,DJ Khaled,Wild Thoughts (feat. Rihanna & Bryson Tiller),Grateful,album,0.613,0.681,8,-3.089,0.0778,0.0287,0,0.126,0.619,97.621,204664,DJKhaledVEVO,1062952236,5632195,149758,TRUE,TRUE,937297582
16148,The Lumineers,Ho Hey,The Lumineers,album,0.685,0.466,0,-9.074,0.0304,0.794,2.06E-06,0.0915,0.353,79.936,163133,The Lumineers,298552930,2215665,53223,TRUE,TRUE,936767650
13710,Ryan Lewis,Thrift Shop (feat. Wanz),The Heist,album,0.781,0.526,6,-6.986,0.293,0.0633,0,0.0457,0.665,94.993,235613,Macklemore,1748130945,11819017,510863,TRUE,TRUE,936540661
12019,Macklemore,Thrift Shop (feat. Wanz),The Heist,album,0.781,0.526,6,-6.986,0.293,0.0633,0,0.0457,0.665,94.993,235613,Macklemore,1748130744,11819007,510863,TRUE,TRUE,936540661
14789,Macklemore & Ryan Lewis,Thrift Shop (feat. Wanz),The Heist,album,0.781,0.526,6,-6.986,0.293,0.0633,0,0.0457,0.665,94.993,235613,Macklemore,1012205556,6604141,242519,TRUE,TRUE,936540661
14047,Bruno Mars,Grenade,Doo-Wops & Hooligans,album,0.704,0.558,2,-7.273,0.0542,0.148,0,0.107,0.245,110.444,222091,Bruno Mars,1120763133,5445873,299757,TRUE,TRUE,935028274
14044,Bruno Mars,Talking to the Moon,Doo-Wops & Hooligans,album,0.498,0.59,1,-4.721,0.032,0.511,0,0.107,0.0784,145.867,217867,TechnaRecords,9077697,126356,4390,FALSE,FALSE,934528321
11986,Rihanna,Stay,Unapologetic (Edited Version),album,0.621,0.31,9,-10.164,0.0283,0.945,6.12E-05,0.117,0.125,111.893,240707,RihannaVEVO,1063298927,4683978,168224,TRUE,TRUE,933966110
12488,Calvin Harris,How Deep Is Your Love,How Deep Is Your Love,single,0.738,0.868,11,-4.373,0.0731,0.0392,0.00169,0.388,0.336,122.003,212640,CalvinHarrisVEVO,1540751624,5685898,129238,TRUE,TRUE,933065966
16105,The Chainsmokers,Roses,Roses,single,0.713,0.802,4,-7.055,0.0561,0.0435,0.00377,0.309,0.343,100.001,226739,ChainsmokersVEVO,139712325,749391,14114,TRUE,TRUE,931716440
16688,Bryson Tiller,Don't,T R A P S O U L,album,0.765,0.356,11,-5.556,0.195,0.223,0,0.0963,0.189,96.991,198293,BrysonTillerVEVO,442821804,2756350,57540,TRUE,TRUE,931490889
5412,Tammi Terrell,Ain't No Mountain High Enough,United,album,0.663,0.6,7,-10.87,0.032,0.43,0,0.184,0.8,129.991,151667,Doc Rudy | Soul Studios,22287835,205278,6540,FALSE,FALSE,931115362
1727,Marvin Gaye,Ain't No Mountain High Enough,United,album,0.663,0.6,7,-10.87,0.032,0.43,0,0.184,0.8,129.991,151667,Doc Rudy | Soul Studios,22287771,205276,6540,FALSE,FALSE,931115362
46,Coldplay,Paradise,Mylo Xyloto,album,0.449,0.585,5,-6.761,0.0268,0.0509,8.75E-05,0.0833,0.212,139.631,278719,Coldplay,1665814269,8497224,343020,TRUE,TRUE,927288329
18317,Jessie Reyez,Promises (with Sam Smith),Promises (with Sam Smith),single,0.781,0.768,11,-5.991,0.0394,0.0119,4.91E-06,0.325,0.486,123.07,213309,CalvinHarrisVEVO,216485524,1320687,24555,TRUE,TRUE,926352296
13468,Sam Smith,Promises (with Sam Smith),Promises (with Sam Smith),single,0.781,0.768,11,-5.991,0.0394,0.0119,4.91E-06,0.325,0.486,123.07,213309,CalvinHarrisVEVO,216485413,1320684,24555,TRUE,TRUE,926352296
810,Christina Aguilera,Say Something,Is There Anybody Out There?,album,0.407,0.147,2,-8.822,0.0355,0.857,2.89E-06,0.0913,0.0765,141.284,229400,AGreatBigWorldVEVO,623214107,4473354,130521,TRUE,TRUE,926130037
17326,Kodak Black,ZEZE (feat. Travis Scott & Offset),Dying to Live,album,0.861,0.603,8,-5.788,0.176,0.0521,0,0.0924,0.504,98.043,228760,Kodak Black,88609694,1129072,48905,TRUE,TRUE,926031821
13470,Adele,Set Fire to the Rain,21,album,0.603,0.67,2,-3.882,0.0249,0.00408,1.68E-06,0.112,0.446,107.993,242974,Yiye Alor,3072498,31514,1268,FALSE,FALSE,925812543
16149,The Lumineers,Ophelia,Cleopatra,album,0.664,0.573,5,-6.519,0.0277,0.613,0.000363,0.0857,0.566,76.023,160097,LumineersVEVO,217403417,1646861,28509,TRUE,TRUE,924159681
14574,One Direction,Drag Me Down,Made In The A.M. (Deluxe Edition),album,0.73,0.703,0,-5.672,0.0369,0.109,0,0.0657,0.595,138.113,192120,OneDirectionVEVO,1026059927,9320803,2469841,TRUE,TRUE,920989113
15308,A$AP Rocky,Praise The Lord (Da Shine) (feat. Skepta),TESTING,album,0.854,0.569,5,-8.151,0.106,0.0609,0.0816,0.1,0.294,80.015,205040,LIVELOVEASAPVEVO,477211057,3827621,75328,TRUE,TRUE,918761583
9557,Nirvana,Come As You Are,Nevermind (Remastered),album,0.5,0.824,4,-5.846,0.0388,0.00016,0.00161,0.0916,0.539,120.125,218920,NirvanaVEVO,477357329,3284889,100399,TRUE,TRUE,917973701
18355,Jonas Blue,Perfect Strangers,Blue,album,0.73,0.861,1,-4.1,0.0451,0.39,0,0.213,0.704,117.965,196613,JonasBlueVEVO,770121555,3727269,50764,TRUE,TRUE,915499200
15818,JP Cooper,Perfect Strangers,Blue,album,0.73,0.861,1,-4.1,0.0451,0.39,0,0.213,0.704,117.965,196613,JonasBlueVEVO,770121053,3727266,50764,TRUE,TRUE,915499200
11465,Flo Rida,My House,My House,album,0.688,0.702,7,-4.792,0.0499,0.0215,0,0.128,0.74,94.006,192191,Flo Rida,328556896,2273731,75127,FALSE,TRUE,914935742
16458,Kodaline,All I Want,In A Perfect World (Expanded Edition),album,0.188,0.411,0,-9.733,0.0484,0.174,0.153,0.0843,0.159,187.376,305747,KodalineVEVO,238340226,3555955,73766,TRUE,TRUE,914703845
768,Whitney Houston,I Wanna Dance with Somebody (Who Loves Me),Whitney,album,0.709,0.824,1,-8.824,0.0453,0.207,0.000307,0.0888,0.867,118.818,291293,whitneyhoustonVEVO,387271564,2042571,62121,TRUE,TRUE,914287347
14679,Julia Michaels,If the World Was Ending (feat. Julia Michaels),Dangerous Levels of Introspection,album,0.429,0.486,1,-9.971,0.101,0.866,0,0.0982,0.661,146.99,209493,JPSaxeVEVO,174516463,2004428,37662,TRUE,TRUE,913724264
19130,Harry Styles,Falling,Fine Line,album,0.567,0.267,4,-6.502,0.0299,0.839,1.46E-06,0.089,0.0592,110.011,240133,HarryStylesVEVO,149779459,3414749,102012,TRUE,TRUE,913684872
14568,One Direction,Night Changes,FOUR (Deluxe),album,0.672,0.52,8,-7.747,0.0353,0.859,0,0.115,0.37,120.001,226600,OneDirectionVEVO,621581532,6699071,248205,TRUE,TRUE,912272058
13548,Ariana Grande,God is a woman,Sweetener,album,0.602,0.658,1,-5.934,0.0558,0.0233,6.00E-05,0.237,0.268,145.031,197547,ArianaGrandeVevo,380917647,5264740,428561,TRUE,TRUE,912161840
13527,Selena Gomez,Back To You - From 13 Reasons Why – Season 2 Soundtrack,Back To You (From 13 Reasons Why – Season 2 Soundtrack),single,0.601,0.724,6,-4.856,0.0486,0.0945,1.68E-06,0.12,0.508,102.061,207905,Marvin Matyka,17393282,253298,3031,FALSE,FALSE,912140889
13073,Jason Derulo,Want to Want Me,Everything Is 4,album,0.775,0.68,0,-5.508,0.0629,0.00906,0,0.109,0.656,114.025,207719,Jason Derulo,442303756,2039670,33930,FALSE,TRUE,908429469
120,Eminem,Mockingbird,Encore (Deluxe Version),album,0.637,0.678,0,-3.798,0.266,0.209,0,0.156,0.254,84.039,250760,EminemVEVO,719661717,5550929,205147,TRUE,TRUE,908006704
18570,Billie Eilish,Happier Than Ever,Happier Than Ever,album,0.332,0.225,0,-8.697,0.0348,0.767,0.00349,0.128,0.297,81.055,298899,BillieEilishVEVO,266896199,5718606,146420,TRUE,TRUE,907762843
660,Creedence Clearwater Revival,Fortunate Son,Willy And The Poor Boys (Expanded Edition),album,0.64,0.663,0,-7.516,0.0374,0.201,0.00806,0.152,0.663,132.77,140773,CCRVEVO,93089677,746107,15702,TRUE,TRUE,904262158
13492,Lady Gaga,Always Remember Us This Way,A Star Is Born Soundtrack (Without Dialogue),album,0.553,0.502,0,-5.972,0.0409,0.299,0,0.764,0.296,129.976,210200,LadyGagaVEVO,428487364,2429751,48668,TRUE,TRUE,903516947
14075,Justin Bieber,Stuck with U (with Justin Bieber),Stuck with U,single,0.597,0.45,8,-6.658,0.0418,0.223,0,0.382,0.537,178.765,228482,ArianaGrandeVevo,209132864,4787587,142524,TRUE,TRUE,903479196
13545,Ariana Grande,Stuck with U (with Justin Bieber),Stuck with U,single,0.597,0.45,8,-6.658,0.0418,0.223,0,0.382,0.537,178.765,228482,ArianaGrandeVevo,209132864,4787585,142524,TRUE,TRUE,903479196
20034,Pop Smoke,What You Know Bout Love,Shoot For The Stars Aim For The Moon,album,0.709,0.548,10,-8.493,0.353,0.65,1.59E-06,0.133,0.543,83.995,160000,POP SMOKE,91716491,1450558,43697,FALSE,TRUE,902736840
16518,Mabel,Don't Call Me Up,Ivy To Roses (Mixtape),album,0.674,0.881,9,-2.853,0.147,0.296,3.01E-06,0.0793,0.234,98.994,178480,MabelVEVO,312305038,2322929,34789,TRUE,TRUE,899187774
15300,Meghan Trainor,Like I'm Gonna Lose You (feat. John Legend),Title (Deluxe),album,0.63,0.53,0,-7.259,0.0434,0.4,0,0.177,0.417,108.038,225053,MeghanTrainorVEVO,780571296,4319336,85919,TRUE,TRUE,894761886
391,Britney Spears,Toxic,In The Zone,album,0.774,0.838,5,-3.914,0.114,0.0249,0.025,0.242,0.924,143.04,198800,BritneySpearsVEVO,593978662,3931975,155815,TRUE,TRUE,893129259
16968,Dan + Shay,"10,000 Hours (with Justin Bieber)",Good Things,album,0.654,0.63,10,-4.644,0.0259,0.149,0,0.111,0.43,89.991,167693,Dan And Shay,253268221,3079414,71657,TRUE,TRUE,892645032
1267,Bryan Adams,Summer Of '69,Reckless (30th Anniversary / Deluxe Edition),album,0.508,0.834,2,-6.205,0.0386,0.0183,0,0.0732,0.774,139.131,216053,BryanAdamsVEVO,195370296,1084684,32837,TRUE,TRUE,890565435
16809,George Ezra,Budapest,Wanted on Voyage (Expanded Edition),album,0.717,0.455,5,-8.303,0.0276,0.0846,0,0.11,0.389,127.812,200733,GeorgeEzraVEVO,220995259,1237587,26450,TRUE,TRUE,889360130
16720,Lizzo,Truth Hurts,Cuz I Love You (Super Deluxe),album,0.715,0.624,4,-3.046,0.114,0.11,0,0.123,0.412,158.087,173325,Lizzo Music,299408686,2892308,89670,TRUE,TRUE,888364294
18919,bbno$,Lalala,Lalala,single,0.843,0.39,2,-7.899,0.0846,0.178,0,0.137,0.495,129.972,160627,Y2KVEVO,539514484,8597511,224999,TRUE,TRUE,888027230
10496,Plain White T's,Hey There Delilah,All That We Needed,album,0.656,0.291,2,-10.572,0.0293,0.872,0,0.114,0.298,103.971,232533,HollywoodRecordsVEVO,100499455,1131048,63556,TRUE,TRUE,887369479
19190,Lewis Capaldi,Bruises,Divinely Uninspired To A Hellish Extent,album,0.736,0.308,4,-7.83,0.0677,0.946,0,0.186,0.361,111.202,220492,LewisCapaldiVEVO,78804212,876154,22153,TRUE,TRUE,887236384
13010,J. Cole,Wet Dreamz,2014 Forest Hills Drive,album,0.495,0.722,6,-8.108,0.357,0.0697,0,0.113,0.539,175.627,239267,JColeVEVO,205380048,1709888,39625,TRUE,TRUE,887206376
14508,fun.,We Are Young (feat. Janelle Monáe),Some Nights,album,0.378,0.638,10,-5.576,0.075,0.02,7.66E-05,0.0849,0.735,184.086,250627,Fueled By Ramen,1034076396,6230575,254569,TRUE,TRUE,886218159
19638,Lil Nas X,Old Town Road,7 EP,single,0.907,0.53,1,-6.112,0.127,0.0578,2.23E-06,0.101,0.507,135.998,113000,LilNasXVEVO,1069327095,11942087,216114,TRUE,TRUE,885893758
11422,Guns N' Roses,Welcome To The Jungle,Appetite For Destruction,album,0.453,0.987,8,-4.485,0.0889,0.0195,0.283,0.268,0.316,123.544,273480,GunsNRosesVEVO,539233715,2963285,103118,TRUE,TRUE,885393374
13032,Katy Perry,Roar,PRISM,album,0.671,0.771,7,-4.821,0.0316,0.00492,7.28E-06,0.354,0.436,90.003,223546,KatyPerryVEVO,3725748519,15864499,763366,TRUE,TRUE,884721001
13563,Avicii,Without You (feat. Sandro Cavazza),AVĪCI (01),single,0.662,0.858,2,-4.844,0.0428,0.00163,0,0.0456,0.295,133.993,181673,AviciiOfficialVEVO,31563832,341289,7802,TRUE,TRUE,884613613
15405,Migos,Slide (feat. Frank Ocean & Migos),Funk Wav Bounces Vol.1,album,0.736,0.795,1,-3.299,0.0545,0.498,1.21E-06,0.254,0.511,104.066,230813,CalvinHarrisVEVO,167212915,1194745,25791,TRUE,TRUE,884122006
14562,BTS,My Universe,Music Of The Spheres,album,0.573,0.711,1,-6.268,0.0406,0.0114,0,0.328,0.47,105.006,226198,Coldplay,254658377,8867604,432726,TRUE,TRUE,883224238
48,Coldplay,My Universe,Music Of The Spheres,album,0.573,0.711,1,-6.268,0.0406,0.0114,0,0.328,0.47,105.006,226198,Coldplay,254655970,8867547,432726,TRUE,TRUE,883224238
13478,Adele,Make You Feel My Love,19,album,0.317,0.172,10,-10.636,0.0326,0.907,0.000383,0.105,0.0963,65.18,212040,XL Recordings,183837529,630517,27851,TRUE,TRUE,882417588
14821,Disclosure,Talk,Talk,single,0.9,0.4,0,-8.443,0.124,0.0501,0,0.0876,0.338,136.001,197487,KhalidVEVO,309634119,2420703,35242,TRUE,TRUE,881783821
10811,Keane,Somewhere Only We Know,Hopes And Fears,album,0.453,0.655,9,-4.22,0.0259,0.0794,7.61E-06,0.0849,0.368,172.012,236160,KeaneVEVO,420278570,2799398,71912,TRUE,TRUE,881477862
15291,Robin Schulz,Prayer in C - Robin Schulz Radio Edit,Prayer in C,single,0.763,0.875,9,-5.797,0.0262,0.024,5.41E-06,0.599,0.8,123.013,189413,Robin Schulz,730842542,3846379,56570,TRUE,TRUE,880463196
13491,Lady Gaga,Bad Romance,The Fame Monster (Deluxe Edition),album,0.696,0.921,0,-3.755,0.0363,0.00314,5.24E-05,0.0842,0.714,119.001,294573,LadyGagaVEVO,1651059028,8283806,880618,TRUE,TRUE,879720666
11968,Arctic Monkeys,I Wanna Be Yours,AM,album,0.464,0.417,0,-9.345,0.0256,0.136,0.022,0.0974,0.479,67.528,183956,Irmm Sugar,110431,3272,56,FALSE,FALSE,878557667
270,ABBA,Dancing Queen,Arrival,album,0.543,0.87,9,-6.514,0.0428,0.358,0.000939,0.792,0.754,100.804,230400,AbbaVEVO,679721429,3253260,125468,TRUE,TRUE,877774503
15630,MNEK,Never Forget You,So Good,album,0.583,0.732,11,-5.728,0.0457,0.00312,9.86E-06,0.269,0.276,145.992,213428,ZaraLarssonMusicVEVO,519338846,3755899,100424,TRUE,TRUE,877421698
16241,Zara Larsson,Never Forget You,So Good,album,0.583,0.732,11,-5.728,0.0457,0.00312,9.86E-06,0.269,0.276,145.992,213428,ZaraLarssonMusicVEVO,519338846,3755899,100424,TRUE,TRUE,877421698
18575,Billie Eilish,idontwannabeyouanymore,dont smile at me,single,0.483,0.412,7,-8.461,0.0402,0.737,0,0.116,0.247,170.163,203569,BillieEilishVEVO,311247259,4046457,76019,TRUE,TRUE,874910597
20346,MEDUZA,Piece Of Your Heart,Piece Of Your Heart,single,0.677,0.744,10,-6.806,0.0295,0.0404,0.00016,0.074,0.631,124.08,152913,MeduzaVEVO,85909397,691091,5218,TRUE,TRUE,874231065
2087,Papa Roach,Last Resort,Infest,album,0.589,0.89,4,-3.719,0.0603,0.000481,0.00082,0.201,0.692,90.598,199907,PapaRoachVEVO,185069943,1279548,32027,TRUE,TRUE,874149540
13619,Bomba Estéreo,Ojitos Lindos,Un Verano Sin Ti,album,0.647,0.686,3,-5.745,0.0413,0.08,1.34E-06,0.528,0.268,79.928,258299,Bad Bunny,238019371,1657209,17890,TRUE,TRUE,872322869
17960,Bad Bunny,Ojitos Lindos,Un Verano Sin Ti,album,0.647,0.686,3,-5.745,0.0413,0.08,1.34E-06,0.528,0.268,79.928,258299,BUNNY,3188811,38370,919,FALSE,FALSE,872322869
15798,Kina,Get You The Moon (feat. Snøw),Get You The Moon (feat. Snøw),single,0.498,0.235,1,-16.541,0.188,0.72,0,0.144,0.0895,118.917,179080,KinaVEVO,10676502,304422,4150,TRUE,TRUE,871765738
98,Black Eyed Peas,RITMO (Bad Boys For Life),TRANSLATION,album,0.732,0.716,10,-6.968,0.0561,0.0295,0.000758,0.73,0.666,105.093,214855,BlackEyedPeasVEVO,1021503328,6398855,130819,TRUE,TRUE,869795408
5592,Smash Mouth,All Star,Astro Lounge,album,0.731,0.867,11,-5.881,0.032,0.0395,0,0.0861,0.776,104.019,200373,SmashMouthVEVO,431739377,5593947,304858,TRUE,TRUE,869488973
14555,Kendrick Lamar,Money Trees,"good kid, m.A.A.d city",album,0.716,0.531,7,-7.355,0.122,0.0703,0,0.224,0.344,71.994,386907,Maekiee,45029096,237893,6092,FALSE,FALSE,867211166
431,Chris Brown,No Guidance (feat. Drake),Indigo,album,0.696,0.454,1,-6.756,0.153,0.123,0,0.155,0.136,92.928,260640,ChrisBrownVEVO,445294846,3501617,121415,TRUE,TRUE,866702211
12,Red Hot Chili Peppers,Can't Stop,By the Way (Deluxe Edition),album,0.618,0.938,9,-3.442,0.0456,0.0179,0,0.167,0.875,91.455,269000,Red Hot Chili Peppers,336635759,1740224,32573,TRUE,TRUE,866464951
170,Nicky Jam,X,Intimo,album,0.594,0.749,9,-5.298,0.056,0.0338,0.00106,0.3,0.694,179.968,172854,NickyJamTV,2133459242,9883068,262847,TRUE,TRUE,865695837
13639,Kesha,TiK ToK,Animal (Expanded Edition),album,0.755,0.837,2,-2.718,0.142,0.0991,0,0.289,0.714,120.028,199693,keshaVEVO,642558842,4468960,199419,TRUE,TRUE,864879772
15,Red Hot Chili Peppers,Snow (Hey Oh),Stadium Arcadium,album,0.427,0.9,11,-3.674,0.0499,0.116,1.75E-05,0.119,0.599,104.655,334667,Red Hot Chili Peppers,320871237,1272266,37004,TRUE,TRUE,860722316
157,Shakira,Chantaje (feat. Maluma),El Dorado,album,0.852,0.773,8,-2.921,0.0776,0.187,3.05E-05,0.159,0.907,102.034,195840,shakiraVEVO,2805793003,10370533,404270,TRUE,TRUE,859799057
14569,One Direction,What Makes You Beautiful,Up All Night,album,0.726,0.787,4,-2.494,0.0737,0.009,0,0.0596,0.888,124.99,199987,OneDirectionVEVO,1409822854,11089585,1156151,TRUE,TRUE,859532201
16849,Rae Sremmurd,Black Beatles,SremmLife 2 (Deluxe),album,0.794,0.632,0,-6.163,0.0649,0.142,0,0.128,0.355,145.926,291893,RaeSremmurdVEVO,917906981,7081299,216884,TRUE,TRUE,859496754
8307,The Cranberries,Zombie,No Need To Argue (The Complete Sessions 1994-1995),album,0.309,0.649,7,-8.994,0.035,0.0158,0.00591,0.367,0.312,166.915,306440,TheCranberriesVEVO,1320846701,7008064,311297,TRUE,TRUE,858814062
